ds,y
2023-03-29,10.982612
2023-03-30,7.739191
2023-03-31,1.4868504
2023-04-01,0.92684335
2023-04-02,5.2317057
2023-04-03,1.2578759
2023-04-04,4.259527
2023-04-05,3.9092429
2023-04-06,2.3496413
2023-04-07,2.0649645
2023-04-08,15.53278
2023-04-09,5.732802
2023-04-10,3.200546
2023-04-11,0.40923774
2023-04-12,0.9822399
2023-04-13,2.818179
2023-04-14,2.0046372
2023-04-15,1.444729
2023-04-16,8.677991
2023-04-17,4.2542267
2023-04-18,3.9627056
2023-04-19,1.6200215
2023-04-20,0.9135341
2023-04-21,2.270387
2023-04-22,3.7060878
2023-04-23,3.5848382
2023-04-24,3.0237858
2023-04-25,5.6055245
2023-04-26,3.4142122
2023-04-27,1.7562248
2023-04-28,1.2088746
2023-04-29,2.0267181
2023-04-30,6.631712
2023-05-01,3.9810915
2023-05-02,1.8945144
2023-05-03,4.0956907
2023-05-04,5.385197
2023-05-05,2.666272
2023-05-06,1.025148
2023-05-07,1.6889153
2023-05-08,1.7224131
2023-05-09,2.7281134
2023-05-10,1.623108
2023-05-11,1.5788507
2023-05-12,0.2968895
2023-05-13,0.834191
2023-05-14,3.1889
2023-05-15,1.1619691
2023-05-16,2.4836278
2023-05-17,2.9019356
2023-05-18,3.191478
2023-05-19,0.8148818
2023-05-20,2.1148574
2023-05-21,6.065691
2023-05-22,5.005461
2023-05-23,5.9069867
2023-05-24,5.881518
2023-05-25,2.821887
2023-05-26,3.7581997
2023-05-27,1.7948493
2023-05-28,3.9141452
2023-05-29,5.1499367
2023-05-30,1.9080101
2023-05-31,3.0346572
2023-06-01,1.4832215
2023-06-02,7.4056244
2023-06-03,1.3364195
2023-06-04,2.35306
2023-06-05,4.453701
2023-06-06,1.3243113
2023-06-07,4.2238
2023-06-08,8.158001
2023-06-09,10.116977
2023-06-10,0.43569252
2023-06-11,13.793098
2023-06-12,2.173338
2023-06-13,1.5708948
2023-06-14,12.068035
2023-06-15,10.805893
2023-06-16,2.5761845
2023-06-17,8.584227
2023-06-18,1.3928548
2023-06-19,3.9875517
2023-06-20,5.0204196
2023-06-21,3.4347687
2023-06-22,5.406489
2023-06-23,7.6760936
2023-06-24,4.7602363
2023-06-25,7.235433
2023-06-26,15.62271
2023-06-27,8.9538
2023-06-28,9.125786
2023-06-29,13.219917
2023-06-30,13.734408
2023-07-01,3.1701148
2023-07-02,8.738694
2023-07-03,3.0284948
2023-07-04,1.3090926
2023-07-05,2.3638666
2023-07-06,8.521646
2023-07-07,14.397674
2023-07-08,4.95199
2023-07-09,4.047442
2023-07-10,0.65832645
2023-07-11,1.0865248
2023-07-12,0.47324994
2023-07-13,2.9071472
2023-07-14,0.62036324
2023-07-15,2.6767128
2023-07-16,2.4282691
2023-07-17,3.233383
2023-07-18,2.9391568
2023-07-19,3.5854232
2023-07-20,2.0163956
2023-07-21,1.8123451
2023-07-22,4.225246
2023-07-23,0.87194747
2023-07-24,2.6424506
2023-07-25,0.96344405
2023-07-26,1.9460543
2023-07-27,4.7199774
2023-07-28,2.509102
2023-07-29,1.403121
2023-07-30,2.171237
2023-07-31,0.5849052
2023-08-01,0.8939474
2023-08-02,4.186418
2023-08-03,1.3074899
2023-08-04,0.061517984
2023-08-05,0.5797004
2023-08-06,4.5016704
2023-08-07,3.708317
2023-08-08,3.5659306
2023-08-09,0.47181177
2023-08-10,0.7651367
2023-08-11,4.1810246
2023-08-12,1.3537968
2023-08-13,3.7608964
2023-08-14,4.693818
2023-08-15,0.36497164
2023-08-16,0.94673985
2023-08-17,3.4165332
2023-08-18,7.3377414
2023-08-19,10.276951
2023-08-20,2.1505995
2023-08-21,1.4629077
2023-08-22,1.3810024
2023-08-23,1.7544218
2023-08-24,0.85958534
2023-08-25,0.13848116
2023-08-26,0.16734451
2023-08-27,0.5776134
2023-08-28,0.94079083
2023-08-29,2.3062856
2023-08-30,0.6696994
2023-08-31,1.2098094
2023-09-01,0.09727865
2023-09-02,2.8801115
2023-09-03,0.37412706
2023-09-04,3.2325325
2023-09-05,3.2457666
2023-09-06,3.7438323
2023-09-07,4.262743
2023-09-08,2.747926
2023-09-09,3.3941476
2023-09-10,2.8291492
2023-09-11,1.8040233
2023-09-12,6.3696733
2023-09-13,3.783825
2023-09-14,0.57169336
2023-09-15,1.2975444
2023-09-16,1.6804279
2023-09-17,2.4126854
2023-09-18,3.9106512
2023-09-19,5.8905396
2023-09-20,1.3129022
2023-09-21,1.2426462
2023-09-22,1.7875577
2023-09-23,3.4418106
2023-09-24,1.6740936
2023-09-25,1.2024118
2023-09-26,0.47995165
2023-09-27,0.163948
2023-09-28,0.21348178
2023-09-29,0.26025942
2023-09-30,1.7343717
2023-10-01,1.2696806
2023-10-02,0.023393271
2023-10-03,0.17412739
2023-10-04,0.5242155
2023-10-05,0.5866893
2023-10-06,2.689577
2023-10-07,2.9865248
2023-10-08,2.1954958
2023-10-09,1.2358924
2023-10-10,0.56426823
2023-10-11,2.3876143
2023-10-12,1.5969676
2023-10-13,0.834101
2023-10-14,0.5852213
2023-10-15,1.1578407
2023-10-16,0.80619866
2023-10-17,0.84178656
2023-10-18,0.6651139
2023-10-19,0.710627
2023-10-20,2.3813531
2023-10-21,2.1127298
2023-10-22,1.4922911
2023-10-23,0.121542044
2023-10-24,0.16681005
2023-10-25,0.034653146
2023-10-26,0.27921194
2023-10-27,0.70249957
2023-10-28,0.58948904
2023-10-29,1.293112
2023-10-30,0.2912015
2023-10-31,0.19528407
2023-11-01,0.29648647
2023-11-02,0.70968693
2023-11-03,1.0596557
2023-11-04,1.4530674
2023-11-05,0.17541258
2023-11-06,0.48153403
2023-11-07,1.1866614
2023-11-08,1.983761
2023-11-09,0.7300044
2023-11-10,0.84820265
2023-11-11,0.5938986
2023-11-12,0.18834603
2023-11-13,0.5335791
2023-11-14,0.71643806
2023-11-15,1.2447205
2023-11-16,0.46127927
2023-11-17,0.7035735
2023-11-18,0.25259236
2023-11-19,1.2274547
2023-11-20,2.5061662
2023-11-21,1.1445338
2023-11-22,0.98654836
2023-11-23,0.386555
2023-11-24,0.03700548
2023-11-25,0.004965734
2023-11-26,0.06756472
2023-11-27,7.933926
2023-11-28,3.5179052
2023-11-29,0.10702976
2023-11-30,0.4240118
2023-12-01,0.23229454
2023-12-02,1.2794279
2023-12-03,3.0686991
2023-12-04,2.4411652
2023-12-05,0.5587222
2023-12-06,1.1560472
2023-12-07,2.4781353
2023-12-08,3.4450796
2023-12-09,0.434943
2023-12-10,1.2318234
2023-12-11,1.3489361
2023-12-12,0.69122237
2023-12-13,0.38167393
2023-12-14,1.5050839
2023-12-15,3.7237082
2023-12-16,0.73538834
2023-12-17,0.4670824
2023-12-18,2.7109041
2023-12-19,6.838173
2023-12-20,7.8657746
2023-12-21,9.2157755
2023-12-22,1.2565061
2023-12-23,2.0199385
2023-12-24,2.071172
2023-12-25,0.8521041
2023-12-26,2.0467124
2023-12-27,0.89161515
2023-12-28,0.41597953
2023-12-29,0.42738596
2023-12-30,0.014324051
2023-12-31,2.0044582
2024-01-01,3.9593608
2024-01-02,5.042377
2024-01-03,1.8050817
2024-01-04,0.8187304
2024-01-05,0.54215795
2024-01-06,0.51242054
2024-01-07,0.40048933
2024-01-08,1.2777781
2024-01-09,1.2567843
2024-01-10,3.338747
2024-01-11,2.0365846
2024-01-12,1.1828408
2024-01-13,3.9360273
2024-01-14,3.3008435
2024-01-15,0.7757867
2024-01-16,0.8661985
2024-01-17,0.9267722
2024-01-18,2.8243048
2024-01-19,3.0326264
2024-01-20,0.89395994
2024-01-21,4.306298
2024-01-22,2.0995507
2024-01-23,0.91741663
2024-01-24,2.5330207
2024-01-25,2.5478036
2024-01-26,1.3934509
2024-01-27,2.0292342
2024-01-28,2.483588
2024-01-29,1.9758431
2024-01-30,0.271306
2024-01-31,0.114890434
2024-02-01,4.5980253
2024-02-02,1.7402707
2024-02-03,0.98626566
2024-02-04,1.1514275
2024-02-05,2.135247
2024-02-06,1.1992546
2024-02-07,1.3767033
2024-02-08,1.3992052
2024-02-09,3.5898006
2024-02-10,2.0891564
2024-02-11,7.465515
2024-02-12,4.104153
2024-02-13,3.2307491
2024-02-14,2.4177725
2024-02-15,9.457366
2024-02-16,6.53968
2024-02-17,11.047055
2024-02-18,6.3665485
2024-02-19,1.7522427
2024-02-20,4.303264
2024-02-21,4.310027
2024-02-22,3.9529378
2024-02-23,4.7358828
2024-02-24,3.6472332
2024-02-25,7.202644
2024-02-26,6.7307487
2024-02-27,20.389482
2024-02-28,37.64307
2024-02-29,1.1841873
2024-03-01,1.0990988
2024-03-02,0.66502386
2024-03-03,1.338494
2024-03-04,0.9358925
2024-03-05,4.1200814
2024-03-06,8.430892
2024-03-07,3.5778131
2024-03-08,1.5012664
2024-03-09,3.0978897
2024-03-10,1.6008414
2024-03-11,1.4547266
2024-03-12,4.642925
2024-03-13,13.8963995
2024-03-14,7.0502014
2024-03-15,1.778749
2024-03-16,2.7808368
2024-03-17,11.766133
2024-03-18,3.6553125
2024-03-19,2.3805845
2024-03-20,0.25992933
2024-03-21,4.0611157
2024-03-22,2.3300197
2024-03-23,1.8136276
2024-03-24,4.8193946
2024-03-25,2.6334932
2024-03-26,2.5405169
2024-03-27,12.62365
2024-03-28,3.0841815
2024-03-29,7.3262935
2024-03-30,26.081411
2024-03-31,8.981561
2024-04-01,3.0022194
2024-04-02,1.8929573
2024-04-03,4.772066
2024-04-04,11.32391
2024-04-05,0.94689274
2024-04-06,2.502076
2024-04-07,1.5684983
2024-04-08,1.0228184
2024-04-09,21.616074
2024-04-10,4.95633
2024-04-11,2.0686076
2024-04-12,1.75554
2024-04-13,2.1975574
2024-04-14,3.5340645
2024-04-15,4.6850686
2024-04-16,6.8012643
2024-04-17,1.6382695
2024-04-18,2.5944607
2024-04-19,0.5930204
2024-04-20,4.2194996
2024-04-21,5.711553
2024-04-22,3.3177853
2024-04-23,2.364268
2024-04-24,2.115355
2024-04-25,0.49494314
2024-04-26,4.150697
2024-04-27,2.802725
2024-04-28,4.963693
2024-04-29,2.9748313
2024-04-30,0.4820578
2024-05-01,0.36696956
2024-05-02,2.2262332
2024-05-03,3.0836582
2024-05-04,4.6488576
2024-05-05,1.2556186
2024-05-06,8.804872
2024-05-07,12.256194
2024-05-08,4.6765213
2024-05-09,4.269302
2024-05-10,1.6633574
2024-05-11,0.31838253
2024-05-12,0.069291644
2024-05-13,2.5214028
2024-05-14,2.2187326
2024-05-15,4.12519
2024-05-16,1.4097282
2024-05-17,16.15187
2024-05-18,3.9218147
2024-05-19,4.573255
2024-05-20,3.5765219
2024-05-21,3.5457819
2024-05-22,3.872963
2024-05-23,5.3232846
2024-05-24,1.2158244
2024-05-25,0.77303284
2024-05-26,1.7812563
2024-05-27,2.7818558
2024-05-28,8.260126
2024-05-29,2.6926365
2024-05-30,7.668898
2024-05-31,1.1839391
2024-06-01,3.6148252
2024-06-02,6.1132665
2024-06-03,9.016071
2024-06-04,5.376985
2024-06-05,4.9203033
2024-06-06,4.0414257
2024-06-07,4.424108
2024-06-08,4.334367
2024-06-09,3.539551
2024-06-10,1.0719641
2024-06-11,3.047142
2024-06-12,2.2946825
2024-06-13,4.8800764
2024-06-14,10.050902
2024-06-15,12.950341
2024-06-16,3.3116996
2024-06-17,1.7264303
2024-06-18,2.9125168
2024-06-19,6.2645774
2024-06-20,4.3502064
2024-06-21,10.5105715
2024-06-22,7.447125
2024-06-23,6.3823066
2024-06-24,2.7894964
2024-06-25,4.751174
2024-06-26,1.008365
2024-06-27,0.59023255
2024-06-28,0.13256769
2024-06-29,0.06833005
2024-06-30,1.9411806
2024-07-01,0.93472296
2024-07-02,6.2727265
2024-07-03,4.298071
2024-07-04,2.57482
2024-07-05,10.645531
2024-07-06,40.5006
2024-07-07,5.232242
2024-07-08,2.4323928
2024-07-09,6.040272
2024-07-10,3.6599696
2024-07-11,8.139094
2024-07-12,6.9204288
2024-07-13,2.2755654
2024-07-14,2.2032747
2024-07-15,0.5769837
2024-07-16,2.5548062
2024-07-17,2.0480082
2024-07-18,1.7044349
2024-07-19,0.4889584
2024-07-20,5.9332905
2024-07-21,3.1805203
2024-07-22,0.87700367
2024-07-23,0.064079024
2024-07-24,2.1062558
2024-07-25,2.6167274
2024-07-26,0.29874408
2024-07-27,0.46941265
2024-07-28,1.2666166
2024-07-29,3.2892342
2024-07-30,1.0860648
2024-07-31,1.4680815
2024-08-01,1.5223126
2024-08-02,1.6644121
2024-08-03,5.8005214
2024-08-04,4.631047
2024-08-05,2.267215
2024-08-06,0.7582981
2024-08-07,1.304338
2024-08-08,2.074374
2024-08-09,0.65725297
2024-08-10,0.00019061069
2024-08-11,0.32678178
2024-08-12,0.44538912
2024-08-13,0.18557255
2024-08-14,1.1720014
2024-08-15,1.0444587
2024-08-16,0.5549099
2024-08-17,0.48795214
2024-08-18,2.015754
2024-08-19,2.3466756
2024-08-20,1.5451183
2024-08-21,1.8954779
2024-08-22,1.8876554
2024-08-23,2.5763626
2024-08-24,2.4855206
2024-08-25,0.16486199
2024-08-26,0.4866952
2024-08-27,3.147232
2024-08-28,3.8172245
2024-08-29,2.1495278
2024-08-30,1.9268459
2024-08-31,2.3494232
2024-09-01,0.29028228
2024-09-02,0.5477409
2024-09-03,0.26223794
2024-09-04,0.14049564
2024-09-05,0.19578107
2024-09-06,0.2834859
2024-09-07,1.5253553
2024-09-08,4.168965
2024-09-09,2.7934358
2024-09-10,1.2433374
2024-09-11,2.9213877
2024-09-12,2.802705
2024-09-13,3.1241329
2024-09-14,2.467162
2024-09-15,1.5358049
2024-09-16,0.1410927
2024-09-17,1.338285
2024-09-18,1.1707511
2024-09-19,2.8529565
2024-09-20,0.36898348
2024-09-21,0.20017068
2024-09-22,0.9026237
2024-09-23,2.8484468
2024-09-24,0.7760143
2024-09-25,0.72295433
2024-09-26,1.4459327
2024-09-27,2.1067624
2024-09-28,1.5832443
2024-09-29,0.92226154
2024-09-30,1.5019623
2024-10-01,0.16379154
2024-10-02,1.7179023
2024-10-03,1.7962195
2024-10-04,0.24501713
2024-10-05,0.4393705
2024-10-06,0.029228814
2024-10-07,1.281496
2024-10-08,1.3459239
2024-10-09,0.07490566
2024-10-10,0.34101
2024-10-11,0.4218618
2024-10-12,0.49969837
2024-10-13,0.7534879
2024-10-14,0.7944873
2024-10-15,0.9297025
2024-10-16,1.3032458
2024-10-17,0.4406302
2024-10-18,0.4184383
2024-10-19,0.54570836
2024-10-20,0.55626357
2024-10-21,0.51658064
2024-10-22,0.80397105
2024-10-23,1.0375184
2024-10-24,0.4987971
2024-10-25,0.37147307
2024-10-26,0.8551342
2024-10-27,0.95265675
2024-10-28,2.1032293
2024-10-29,1.5826496
2024-10-30,0.045461267
2024-10-31,0.2876964
2024-11-01,0.7351499
2024-11-02,1.2800475
2024-11-03,2.130949
2024-11-04,0.23905413
2024-11-05,2.2052393
2024-11-06,1.6455345
2024-11-07,0.45118403
2024-11-08,2.9971733
2024-11-09,3.1111858
2024-11-10,0.49940857
2024-11-11,0.33794618
2024-11-12,0.6261491
2024-11-13,0.29999486
2024-11-14,0.32194683
2024-11-15,0.9194858
2024-11-16,1.6235987
2024-11-17,2.583546
2024-11-18,1.834129
2024-11-19,1.2792494
2024-11-20,0.5157328
2024-11-21,0.27645832
2024-11-22,0.43807578
2024-11-23,0.0874986
2024-11-24,0.29708195
2024-11-25,0.21908121
2024-11-26,0.12577124
2024-11-27,0.15593801
2024-11-28,0.935258
2024-11-29,0.828523
2024-11-30,0.13926345
2024-12-01,0.71283835
2024-12-02,3.3438213
2024-12-03,2.8656845
2024-12-04,1.8194395
2024-12-05,0.3455533
2024-12-06,0.8091143
2024-12-07,2.5134847
2024-12-08,1.4921535
2024-12-09,1.6781449
2024-12-10,0.2925991
2024-12-11,1.5044179
2024-12-12,1.4822525
2024-12-13,0.631062
2024-12-14,1.9658717
2024-12-15,1.8099384
2024-12-16,1.6332687
2024-12-17,1.4249586
2024-12-18,0.78393793
2024-12-19,2.3098543
2024-12-20,2.1234334
2024-12-21,2.2662303
2024-12-22,3.017856
2024-12-23,0.2624596
2024-12-24,0.7162571
2024-12-25,1.151559
2024-12-26,0.102899976
2024-12-27,1.4297357
2024-12-28,2.672613
2024-12-29,0.35715422
2024-12-30,1.3276011
2024-12-31,1.49614
2025-01-01,1.5494539
2025-01-02,0.93244904
2025-01-03,1.144347
2025-01-04,2.5384228
2025-01-05,2.0648258
2025-01-06,2.8937228
2025-01-07,4.4479785
2025-01-08,0.05988857
2025-01-09,1.8432058
2025-01-10,2.7710676
2025-01-11,2.8521135
2025-01-12,13.150699
2025-01-13,8.516231
2025-01-14,7.381803
2025-01-15,2.217418
2025-01-16,1.1433029
2025-01-17,2.032249
2025-01-18,1.0386076
2025-01-19,2.3622978
2025-01-20,1.3340081
2025-01-21,1.8821317
2025-01-22,3.4832017
2025-01-23,1.8186636
2025-01-24,0.8027442
2025-01-25,2.464934
2025-01-26,5.406409
2025-01-27,7.059316
2025-01-28,8.662745
2025-01-29,2.9006207
2025-01-30,1.8135203
2025-01-31,0.1355658
2025-02-01,3.2411377
2025-02-02,1.9941516
2025-02-03,4.2573423
2025-02-04,10.012669
2025-02-05,16.535765
2025-02-06,5.4622416
2025-02-07,1.7137293
2025-02-08,1.3401443
2025-02-09,2.1523776
2025-02-10,0.8281296
2025-02-11,1.2290709
2025-02-12,0.9529874
2025-02-13,1.3557545
2025-02-14,0.50929695
2025-02-15,2.2861395
2025-02-16,4.6670346
2025-02-17,2.4545043
2025-02-18,0.9073103
2025-02-19,1.9189628
2025-02-20,0.59001756
2025-02-21,0.8287918
2025-02-22,1.7976643
2025-02-23,2.3825939
2025-02-24,1.2449527
2025-02-25,1.5629611
2025-02-26,0.97159344
2025-02-27,11.555558
2025-02-28,6.6324787
2025-03-01,3.906935
2025-03-02,5.858338
2025-03-03,4.4802866
2025-03-04,2.8264606
2025-03-05,1.0358858
2025-03-06,5.098664
2025-03-07,3.4072201
2025-03-08,2.324083
2025-03-09,4.8089347
2025-03-10,1.209378
2025-03-11,1.7419673
2025-03-12,2.7919757
2025-03-13,2.1074545
2025-03-14,11.029742
2025-03-15,6.6042533
2025-03-16,8.399617
2025-03-17,6.0371857
2025-03-18,1.3081492
2025-03-19,3.1948469
2025-03-20,1.166361
2025-03-21,0.9352488
2025-03-22,0.8240113
2025-03-23,0.99655956
2025-03-24,0.2999263
2025-03-25,1.870293
2025-03-26,0.38394895
2025-03-27,4.0853195
2025-03-28,3.0150785
2025-03-29,1.2470988
2025-03-30,1.4231516
2025-03-31,0.9493441
2025-04-01,3.4080112
2025-04-02,6.0638275
2025-04-03,2.938226
2025-04-04,2.0249999
2025-04-05,2.0412118
2025-04-06,3.2783031
2025-04-07,1.05992
2025-04-08,1.3005723
2025-04-09,2.2696707
2025-04-10,2.0430164
2025-04-11,3.9837608
2025-04-12,3.0521612
2025-04-13,2.3344078
2025-04-14,1.7729969
2025-04-15,1.9310613
2025-04-16,0.24820165
2025-04-17,0.54215866
2025-04-18,0.50746447
2025-04-19,1.5139132
2025-04-20,6.2723784
2025-04-21,3.4765904
2025-04-22,1.0859593
2025-04-23,0.53014153
2025-04-24,2.6294153
2025-04-25,1.9476393
2025-04-26,0.25963876
2025-04-27,0.58766407
2025-04-28,0.5587965
2025-04-29,0.30118492
2025-04-30,0.026615337
2025-05-01,0.5353188
2025-05-02,0.835092
2025-05-03,0.68598384
2025-05-04,1.1876875
2025-05-05,2.0767734
2025-05-06,2.8440154
2025-05-07,1.004682
2025-05-08,2.8961294
2025-05-09,2.4495993
2025-05-10,2.0582788
2025-05-11,0.18485296
2025-05-12,0.29127613
2025-05-13,1.2288123
2025-05-14,4.737194
2025-05-15,20.087168
2025-05-16,10.398629
2025-05-17,5.5413804
2025-05-18,11.7147875
2025-05-19,7.5086136
2025-05-20,15.677986
2025-05-21,22.421143
2025-05-22,2.2060773
2025-05-23,1.4864807
2025-05-24,4.5739293
2025-05-25,6.5762577
2025-05-26,2.4752617
2025-05-27,4.4848056
2025-05-28,2.317912
2025-05-29,1.9174808
2025-05-30,2.4223747
2025-05-31,2.1351519
2025-06-01,2.757283
2025-06-02,4.7271633
2025-06-03,4.542251
2025-06-04,4.486959
2025-06-05,3.2983494
2025-06-06,2.9021244
2025-06-07,2.1926353
2025-06-08,2.449706
2025-06-09,3.9948323
2025-06-10,2.1377225
2025-06-11,1.0804116
2025-06-12,1.6886301
2025-06-13,3.1207602
2025-06-14,6.103054
2025-06-15,8.767467
2025-06-16,0.81427956
2025-06-17,10.453162
2025-06-18,5.4816895
2025-06-19,9.649494
2025-06-20,10.213659
2025-06-21,6.1378503
2025-06-22,4.47986
2025-06-23,2.915118
2025-06-24,2.6406505
2025-06-25,3.29356
2025-06-26,3.4886653
2025-06-27,4.9707904
2025-06-28,18.19243
2025-06-29,7.8527427
2025-06-30,3.5291827
2025-07-01,14.087436
2025-07-02,15.373226
2025-07-03,2.592617
2025-07-04,1.7214146
2025-07-05,0.86045116
2025-07-06,0.8576548
2025-07-07,1.9051327
2025-07-08,2.7502668
2025-07-09,3.8707745
2025-07-10,8.696243
2025-07-11,5.05775
2025-07-12,3.170305
2025-07-13,3.1127949
2025-07-14,5.035133
2025-07-15,2.9671834
2025-07-16,1.3138483
2025-07-17,1.0919758
2025-07-18,0.5323239
2025-07-19,4.5044007
2025-07-20,2.812114
2025-07-21,0.559841
2025-07-22,3.7438476
2025-07-23,2.674101
2025-07-24,2.4915092
2025-07-25,1.5693336
2025-07-26,1.3336378
2025-07-27,5.6701355
2025-07-28,10.171651
2025-07-29,4.6524177
2025-07-30,1.4045153
2025-07-31,1.171383
2025-08-01,3.121478
2025-08-02,4.7637954
2025-08-03,10.218644
2025-08-04,8.19025
2025-08-05,6.0250974
2025-08-06,1.6816362
2025-08-07,1.1911908
2025-08-08,0.7173179
2025-08-09,3.3507462
2025-08-10,0.45111147
2025-08-11,2.4124904
2025-08-12,3.0025814
2025-08-13,1.2233406
2025-08-14,3.900364
2025-08-15,46.607285
2025-08-16,12.077468
2025-08-17,2.037481
2025-08-18,0.97692084
2025-08-19,3.1475763
2025-08-20,2.6495044
2025-08-21,4.658383
2025-08-22,2.2899203
2025-08-23,2.8616202
2025-08-24,0.47835135
2025-08-25,3.695966
2025-08-26,0.69535327
2025-08-27,1.5130099
2025-08-28,3.3858063
2025-08-29,4.147715
2025-08-30,4.575839
2025-08-31,16.128809
2025-09-01,1.449488
2025-09-02,5.186568
2025-09-03,4.2630143
2025-09-04,5.6226025
2025-09-05,6.015186
2025-09-06,2.558006
2025-09-07,1.9366417
2025-09-08,5.293342
2025-09-09,2.714387
2025-09-10,0.425742
2025-09-11,1.2058507
2025-09-12,0.57670945
2025-09-13,1.526001
2025-09-14,1.191585
2025-09-15,0.3727733
2025-09-16,0.19829224
2025-09-17,2.6133435
2025-09-18,1.9855279
2025-09-19,2.7012064
2025-09-20,0.7460151
2025-09-21,1.8089677
2025-09-22,2.0952997
2025-09-23,1.2499639
2025-09-24,3.1955588
2025-09-25,1.9142627
2025-09-26,1.3303312
2025-09-27,0.1175201
2025-09-28,0.30511498
2025-09-29,0.6997288
2025-09-30,5.727679
2025-10-01,5.878879
2025-10-02,3.023
2025-10-03,1.6956466
2025-10-04,0.29465547
2025-10-05,2.2202299
2025-10-06,0.3935351
2025-10-07,0.09785407
2025-10-08,1.3090286
2025-10-09,2.4415438
2025-10-10,1.2108097
2025-10-11,1.9630157
2025-10-12,1.6482626
2025-10-13,1.8094648
2025-10-14,0.7378809
2025-10-15,1.3084341
2025-10-16,0.39907995
2025-10-17,1.5255476
2025-10-18,1.2933673
2025-10-19,0.102368176
2025-10-20,0.52578086
2025-10-21,2.091701
2025-10-22,0.7194796
2025-10-23,3.0805938
2025-10-24,3.2506168
2025-10-25,2.0733836
2025-10-26,1.0945157
2025-10-27,2.2699397
2025-10-28,2.965553
2025-10-29,1.824823
2025-10-30,3.0254238
2025-10-31,0.13227667
2025-11-01,0.6018326
2025-11-02,0.61274856
2025-11-03,0.5585589
2025-11-04,0.34477392
2025-11-05,0.24861205
2025-11-06,0.27849433
2025-11-07,0.3002407
2025-11-08,0.09062302
2025-11-09,0.25149488
2025-11-10,0.4880173
2025-11-11,2.2212293
2025-11-12,0.38953504
2025-11-13,2.6894429
2025-11-14,4.192896
2025-11-15,1.3686109
2025-11-16,0.15607128
2025-11-17,0.09177435
2025-11-18,0.56357116
2025-11-19,0.24331339
2025-11-20,0.108466774
2025-11-21,1.1072649
2025-11-22,1.9936787
2025-11-23,0.5850766
2025-11-24,0.37338117
2025-11-25,1.5236073
2025-11-26,1.217349
2025-11-27,0.43055582
2025-11-28,2.1172466
2025-11-29,1.5759147
2025-11-30,0.054492924
2025-12-01,0.05870685
2025-12-02,1.7765545
2025-12-03,1.8994852
2025-12-04,2.3117511
2025-12-05,0.5678761
2025-12-06,1.8858446
2025-12-07,0.400811
2025-12-08,1.4006039
2025-12-09,1.7646376
2025-12-10,1.333023
2025-12-11,0.27700374
2025-12-12,0.44525743
2025-12-13,2.0221589
2025-12-14,0.12411534
2025-12-15,0.9494405
2025-12-16,1.2243356
2025-12-17,0.3167476
2025-12-18,0.08207185
2025-12-19,1.2339517
2025-12-20,1.6593162
2025-12-21,1.5266365
2025-12-22,2.8628857
2025-12-23,3.8145163
2025-12-24,2.2579277
2025-12-25,1.1025959
2025-12-26,0.9826281
2025-12-27,0.74505657
2025-12-28,2.8356895
2025-12-29,1.3695132
2025-12-30,0.31777826
2025-12-31,3.1612043
